ID_,TENANT_,DISPLAY_NUMBER_,DISPLAY_NAME_
3a6008f2-ba6f-11e4-8dfc-aa07a5b093db,00000000-0000-0000-0000-000000000000,SKR04,Kontenrahmen SKR 04
3a600a46-ba6f-11e4-8dfc-aa07a5b093db,00000000-0000-0000-0000-000000000000,SKR03,Kontenrahmen SKR 03
