COUNTRY_	POSTAL_CODE_	PLACE_NAME_	ADMIN1_NAME_	ADMIN1_CODE_	ADMIN2_NAME_	ADMIN2_CODE_	ADMIN3_NAME_	ADMIN3_CODE_	LATITUDE_	LONGITUDE_	ACCURACY_
CH	5000	Aarau		AG	Bezirk Aarau	1901	Aarau	4001	47.3925	8.0442	4
CH	5004	Aarau		AG	Bezirk Aarau	1901	Aarau	4001	47.3925	8.0442	4
CH	5017	Barmelweid		AG	Bezirk Aarau	1901	Erlinsbach (AG)	4005	47.4159	7.9764	4
CH	5018	Erlinsbach		AG	Bezirk Aarau	1901	Erlinsbach (AG)	4005	47.4052	8.0151	4
CH	5022	Rombach		AG	Bezirk Aarau	1901	Küttigen	4008	47.4047	8.0459	4
CH	5023	Biberstein		AG	Bezirk Aarau	1901	Biberstein	4002	47.4164	8.0851	4
CH	5024	Küttigen		AG	Bezirk Aarau	1901	Küttigen	4008	47.4157	8.0477	4
CH	5025	Asp		AG	Bezirk Aarau	1901	Densbüren	4004	47.445	8.0503	4
CH	5026	Densbüren		AG	Bezirk Aarau	1901	Densbüren	4004	47.4526	8.0533	4
CH	5032	Aarau Rohr		AG	Bezirk Aarau	1901	Aarau	4001	47.4017	8.0796	4
CH	5033	Buchs AG		AG	Bezirk Aarau	1901	Buchs (AG)	4003	47.3936	8.0823	4
CH	5034	Suhr		AG	Bezirk Aarau	1901	Suhr	4012	47.3717	8.0797	4
CH	5035	Unterentfelden		AG	Bezirk Aarau	1901	Unterentfelden	4013	47.3681	8.0502	4
CH	5036	Oberentfelden		AG	Bezirk Aarau	1901	Oberentfelden	4010	47.3564	8.0459	4
CH	5037	Muhen		AG	Bezirk Aarau	1901	Muhen	4009	47.3367	8.0541	4
CH	5042	Hirschthal		AG	Bezirk Aarau	1901	Hirschthal	4007	47.3187	8.0564	4
CH	5722	Gränichen		AG	Bezirk Aarau	1901	Gränichen	4006	47.3593	8.1024	4
CH	5300	Turgi		AG	Bezirk Baden	1902	Turgi	4042	47.492	8.2541	4
CH	5301	Siggenthal Station		AG	Bezirk Baden	1902	Untersiggenthal	4044	47.5174	8.2395	4
CH	5303	Würenlingen		AG	Bezirk Baden	1902	Würenlingen	4047	47.5336	8.2567	4
CH	5400	Baden		AG	Bezirk Baden	1902	Baden	4021	47.4733	8.3059	4
CH	5404	Baden		AG	Bezirk Baden	1902	Baden	4021	47.4733	8.3059	4
CH	5405	Dättwil AG		AG	Bezirk Baden	1902	Baden	4021	47.4551	8.2847	4
CH	5406	Rütihof		AG	Bezirk Baden	1902	Baden	4021	47.44	8.2712	4
CH	5408	Ennetbaden		AG	Bezirk Baden	1902	Ennetbaden	4026	47.4804	8.3235	4
CH	5412	Vogelsang AG		AG	Bezirk Baden	1902	Gebenstorf	4029	47.4943	8.2382	4
CH	5412	Gebenstorf		AG	Bezirk Baden	1902	Gebenstorf	4029	47.4814	8.2395	4
CH	5413	Birmenstorf AG		AG	Bezirk Baden	1902	Birmenstorf (AG)	4024	47.4615	8.2482	4
CH	5415	Nussbaumen AG		AG	Bezirk Baden	1902	Obersiggenthal	4038	47.4872	8.2917	4
CH	5415	Hertenstein AG		AG	Bezirk Baden	1902	Obersiggenthal	4038	47.4871	8.3115	4
CH	5415	Rieden AG		AG	Bezirk Baden	1902	Obersiggenthal	4038	47.4846	8.3018	4
CH	5416	Kirchdorf AG		AG	Bezirk Baden	1902	Obersiggenthal	4038	47.4966	8.2754	4
CH	5417	Untersiggenthal		AG	Bezirk Baden	1902	Untersiggenthal	4044	47.5021	8.2555	4
CH	5420	Ehrendingen		AG	Bezirk Baden	1902	Ehrendingen	4049	47.5025	8.3473	4
CH	5423	Freienwil		AG	Bezirk Baden	1902	Freienwil	4028	47.503	8.3277	4
CH	5430	Wettingen		AG	Bezirk Baden	1902	Wettingen	4045	47.4705	8.3164	4
CH	5432	Neuenhof		AG	Bezirk Baden	1902	Neuenhof	4034	47.4526	8.3258	4
CH	5436	Würenlos		AG	Bezirk Baden	1902	Würenlos	4048	47.4421	8.3644	4
CH	5442	Fislisbach		AG	Bezirk Baden	1902	Fislisbach	4027	47.439	8.2969	4
CH	5443	Niederrohrdorf		AG	Bezirk Baden	1902	Niederrohrdorf	4035	47.4235	8.3064	4
CH	5444	Künten		AG	Bezirk Baden	1902	Künten	4031	47.3889	8.331	4
CH	5452	Oberrohrdorf		AG	Bezirk Baden	1902	Oberrohrdorf	4037	47.4183	8.3198	4
CH	5453	Remetschwil		AG	Bezirk Baden	1902	Remetschwil	4039	47.4083	8.3319	4
CH	5454	Bellikon		AG	Bezirk Baden	1902	Bellikon	4022	47.3916	8.3493	4
CH	5506	Mägenwil		AG	Bezirk Baden	1902	Mägenwil	4032	47.4125	8.233	4
CH	5507	Mellingen		AG	Bezirk Baden	1902	Mellingen	4033	47.419	8.2733	4
CH	5512	Wohlenschwil		AG	Bezirk Baden	1902	Wohlenschwil	4046	47.4137	8.2573	4
CH	5608	Stetten AG		AG	Bezirk Baden	1902	Stetten (AG)	4041	47.4017	8.3019	4
CH	8109	Kloster Fahr		AG	Bezirk Baden	1902	Würenlos	4048	47.4473	8.3637	1
CH	8956	Killwangen		AG	Bezirk Baden	1902	Killwangen	4030	47.4318	8.3481	4
CH	8957	Spreitenbach		AG	Bezirk Baden	1902	Spreitenbach	4040	47.4202	8.363	4
CH	8962	Bergdietikon		AG	Bezirk Baden	1902	Bergdietikon	4023	47.3892	8.3862	4
CH	5445	Eggenwil		AG	Bezirk Bremgarten	1903	Eggenwil	4066	47.3704	8.3395	4
CH	5522	Tägerig		AG	Bezirk Bremgarten	1903	Tägerig	4077	47.4056	8.2768	4
CH	5524	Nesselnbach		AG	Bezirk Bremgarten	1903	Niederwil (AG)	4072	47.3897	8.2914	4
CH	5524	Niederwil AG		AG	Bezirk Bremgarten	1903	Niederwil (AG)	4072	47.3897	8.2914	4
CH	5525	Fischbach-Göslikon		AG	Bezirk Bremgarten	1903	Fischbach-Göslikon	4067	47.3691	8.3111	4
CH	5605	Dottikon		AG	Bezirk Bremgarten	1903	Dottikon	4065	47.3844	8.2398	4
CH	5607	Hägglingen		AG	Bezirk Bremgarten	1903	Hägglingen	4068	47.3885	8.2532	4
CH	5610	Wohlen AG		AG	Bezirk Bremgarten	1903	Wohlen (AG)	4082	47.3524	8.2788	4
CH	5611	Anglikon		AG	Bezirk Bremgarten	1903	Wohlen (AG)	4082	47.3664	8.2633	4
CH	5612	Villmergen		AG	Bezirk Bremgarten	1903	Villmergen	4080	47.3492	8.2458	4
CH	5613	Hilfikon		AG	Bezirk Bremgarten	1903	Villmergen	4080	47.3313	8.2424	4
CH	5614	Sarmenstorf		AG	Bezirk Bremgarten	1903	Sarmenstorf	4076	47.3102	8.2495	4
CH	5619	Uezwil		AG	Bezirk Bremgarten	1903	Uezwil	4078	47.3169	8.2716	4
CH	5619	Büttikon AG		AG	Bezirk Bremgarten	1903	Büttikon	4064	47.3286	8.2695	4
CH	5620	Bremgarten AG		AG	Bezirk Bremgarten	1903	Bremgarten (AG)	4063	47.3511	8.3421	4
CH	5621	Zufikon		AG	Bezirk Bremgarten	1903	Zufikon	4083	47.3447	8.3582	4
CH	5626	Hermetschwil-Staffeln		AG	Bezirk Bremgarten	1903	Bremgarten (AG)	4063	47.3303	8.3413	4
CH	8905	Arni AG		AG	Bezirk Bremgarten	1903	Arni (AG)	4061	47.3182	8.4247	4
CH	8905	Islisberg		AG	Bezirk Bremgarten	1903	Islisberg	4084	47.322	8.4414	4
CH	8916	Jonen		AG	Bezirk Bremgarten	1903	Jonen	4071	47.2974	8.3934	4
CH	8917	Oberlunkhofen		AG	Bezirk Bremgarten	1903	Oberlunkhofen	4073	47.3115	8.3914	4
CH	8918	Unterlunkhofen		AG	Bezirk Bremgarten	1903	Unterlunkhofen	4079	47.3212	8.381	4
CH	8964	Rudolfstetten		AG	Bezirk Bremgarten	1903	Rudolfstetten-Friedlisberg	4075	47.371	8.3808	4
CH	8965	Berikon		AG	Bezirk Bremgarten	1903	Berikon	4062	47.3514	8.3721	4
CH	8966	Oberwil-Lieli		AG	Bezirk Bremgarten	1903	Oberwil-Lieli	4074	47.3338	8.3812	4
CH	8967	Widen		AG	Bezirk Bremgarten	1903	Widen	4081	47.3692	8.3635	4
CH	5076	Bözen		AG	Bezirk Brugg	1904	Bözen	4094	47.4778	8.1646	4
CH	5077	Elfingen		AG	Bezirk Brugg	1904	Elfingen	4097	47.5085	8.0995	4
CH	5078	Effingen		AG	Bezirk Brugg	1904	Effingen	4096	47.4887	8.1029	4
CH	5105	Auenstein		AG	Bezirk Brugg	1904	Auenstein	4091	47.4156	8.1345	4
CH	5106	Veltheim AG		AG	Bezirk Brugg	1904	Veltheim (AG)	4120	47.438	8.1472	4
CH	5107	Schinznach Dorf		AG	Bezirk Brugg	1904	Schinznach	4125	47.4465	8.1409	4
CH	5108	Oberflachs		AG	Bezirk Brugg	1904	Schinznach	4125	47.4402	8.1252	4
CH	5112	Thalheim AG		AG	Bezirk Brugg	1904	Thalheim (AG)	4117	47.4353	8.1003	4
CH	5116	Schinznach Bad		AG	Bezirk Brugg	1904	Schinznach-Bad	4114	47.4499	8.1683	4
CH	5200	Brugg AG		AG	Bezirk Brugg	1904	Brugg	4095	47.481	8.2087	4
CH	5210	Windisch		AG	Bezirk Brugg	1904	Windisch	4123	47.479	8.2184	4
CH	5212	Hausen AG		AG	Bezirk Brugg	1904	Hausen (AG)	4100	47.464	8.2099	4
CH	5213	Villnachern		AG	Bezirk Brugg	1904	Villnachern	4122	47.471	8.1598	4
CH	5222	Umiken		AG	Bezirk Brugg	1904	Brugg	4095	47.4829	8.1875	4
CH	5223	Riniken		AG	Bezirk Brugg	1904	Riniken	4111	47.494	8.1867	4
CH	5225	Bözberg		AG	Bezirk Brugg	1904	Bözberg	4124	47.4955	8.1514	4
CH	5233	Stilli		AG	Bezirk Brugg	1904	Villigen	4121	47.5172	8.2316	4
CH	5234	Villigen		AG	Bezirk Brugg	1904	Villigen	4121	47.5268	8.2149	4
CH	5235	Rüfenach AG		AG	Bezirk Brugg	1904	Rüfenach	4112	47.5071	8.209	4
CH	5236	Remigen		AG	Bezirk Brugg	1904	Remigen	4110	47.5186	8.185	4
CH	5237	Mönthal		AG	Bezirk Brugg	1904	Mönthal	4106	47.517	8.1404	4
CH	5242	Birr		AG	Bezirk Brugg	1904	Birr	4092	47.4359	8.208	4
CH	5242	Lupfig		AG	Bezirk Brugg	1904	Lupfig	4104	47.4407	8.2038	4
CH	5243	Mülligen		AG	Bezirk Brugg	1904	Mülligen	4107	47.4558	8.2392	4
CH	5244	Birrhard		AG	Bezirk Brugg	1904	Birrhard	4093	47.4328	8.245	4
CH	5245	Habsburg		AG	Bezirk Brugg	1904	Habsburg	4099	47.4623	8.185	4
CH	5246	Scherz		AG	Bezirk Brugg	1904	Scherz	4113	47.4469	8.1842	4
CH	5318	Mandach		AG	Bezirk Brugg	1904	Mandach	4105	47.5478	8.189	4
CH	5040	Schöftland		AG	Bezirk Kulm	1905	Schöftland	4144	47.3057	8.0514	4
CH	5043	Holziken		AG	Bezirk Kulm	1905	Holziken	4136	47.3195	8.0343	4
CH	5044	Schlossrued		AG	Bezirk Kulm	1905	Schlossrued	4142	47.2912	8.0884	4
CH	5046	Walde AG		AG	Bezirk Kulm	1905	Schmiedrued	4143	47.2626	8.1118	4
CH	5046	Schmiedrued		AG	Bezirk Kulm	1905	Schmiedrued	4143	47.2626	8.1118	4
CH	5708	Birrwil		AG	Bezirk Kulm	1905	Birrwil	4132	47.2886	8.2	4
CH	5712	Beinwil am See		AG	Bezirk Kulm	1905	Beinwil am See	4131	47.2606	8.2051	4
CH	5723	Teufenthal AG		AG	Bezirk Kulm	1905	Teufenthal (AG)	4145	47.3286	8.1207	4
CH	5724	Dürrenäsch		AG	Bezirk Kulm	1905	Dürrenäsch	4134	47.3181	8.1585	4
CH	5725	Leutwil		AG	Bezirk Kulm	1905	Leutwil	4138	47.3083	8.1741	4
CH	5726	Unterkulm		AG	Bezirk Kulm	1905	Unterkulm	4146	47.31	8.1137	4
CH	5727	Oberkulm		AG	Bezirk Kulm	1905	Oberkulm	4140	47.3078	8.1442	4
CH	5728	Gontenschwil		AG	Bezirk Kulm	1905	Gontenschwil	4135	47.2717	8.144	4
CH	5732	Zetzwil		AG	Bezirk Kulm	1905	Zetzwil	4147	47.2882	8.1509	4
CH	5733	Leimbach AG		AG	Bezirk Kulm	1905	Leimbach (AG)	4137	47.2749	8.1701	4
CH	5734	Reinach AG		AG	Bezirk Kulm	1905	Reinach (AG)	4141	47.2573	8.1809	4
CH	5736	Burg AG		AG	Bezirk Kulm	1905	Burg (AG)	4133	47.2339	8.178	4
CH	5737	Menziken		AG	Bezirk Kulm	1905	Menziken	4139	47.2425	8.1905	4
CH	4333	Münchwilen AG		AG	Bezirk Laufenburg	1906	Münchwilen (AG)	4172	47.5357	7.9641	4
CH	4334	Sisseln AG		AG	Bezirk Laufenburg	1906	Sisseln	4177	47.5531	7.9917	4
CH	5027	Herznach		AG	Bezirk Laufenburg	1906	Herznach	4166	47.4715	8.0475	4
CH	5028	Ueken		AG	Bezirk Laufenburg	1906	Ueken	4179	47.4845	8.0444	4
CH	5062	Oberhof		AG	Bezirk Laufenburg	1906	Oberhof	4173	47.4487	8.0027	4
CH	5063	Wölflinswil		AG	Bezirk Laufenburg	1906	Wölflinswil	4182	47.4607	7.9984	4
CH	5064	Wittnau		AG	Bezirk Laufenburg	1906	Wittnau	4181	47.4814	7.9758	4
CH	5070	Frick		AG	Bezirk Laufenburg	1906	Frick	4163	47.5117	8.0247	4
CH	5072	Oeschgen		AG	Bezirk Laufenburg	1906	Oeschgen	4175	47.5231	8.019	4
CH	5073	Gipf-Oberfrick		AG	Bezirk Laufenburg	1906	Gipf-Oberfrick	4165	47.4988	8.005	4
CH	5074	Eiken		AG	Bezirk Laufenburg	1906	Eiken	4161	47.5339	7.9888	4
CH	5075	Hornussen		AG	Bezirk Laufenburg	1906	Hornussen	4167	47.5003	8.0613	4
CH	5079	Zeihen		AG	Bezirk Laufenburg	1906	Zeihen	4183	47.4754	8.0831	4
CH	5080	Laufenburg		AG	Bezirk Laufenburg	1906	Laufenburg	4170	47.5598	8.0622	4
CH	5082	Kaisten		AG	Bezirk Laufenburg	1906	Kaisten	4169	47.5416	8.0434	4
CH	5083	Ittenthal		AG	Bezirk Laufenburg	1906	Kaisten	4169	47.5183	8.0596	4
CH	5084	Rheinsulz		AG	Bezirk Laufenburg	1906	Laufenburg	4170	47.5556	8.0899	4
CH	5085	Sulz AG		AG	Bezirk Laufenburg	1906	Laufenburg	4170	47.536	8.0963	4
CH	5272	Gansingen		AG	Bezirk Laufenburg	1906	Gansingen	4164	47.5429	8.1352	4
CH	5273	Oberhofen AG		AG	Bezirk Laufenburg	1906	Mettauertal	4184	47.5538	8.1332	4
CH	5274	Mettau		AG	Bezirk Laufenburg	1906	Mettauertal	4184	47.5636	8.1293	4
CH	5275	Etzgen		AG	Bezirk Laufenburg	1906	Mettauertal	4184	47.5713	8.1106	4
CH	5276	Wil AG		AG	Bezirk Laufenburg	1906	Mettauertal	4184	47.5606	8.1525	4
CH	5277	Hottwil		AG	Bezirk Laufenburg	1906	Mettauertal	4184	47.5484	8.1617	4
CH	5326	Schwaderloch		AG	Bezirk Laufenburg	1906	Schwaderloch	4176	47.5854	8.1446	4
CH	5102	Rupperswil		AG	Bezirk Lenzburg	1907	Rupperswil	4206	47.4013	8.1288	4
CH	5103	Möriken AG		AG	Bezirk Lenzburg	1907	Möriken-Wildegg	4203	47.4156	8.1845	4
CH	5103	Wildegg		AG	Bezirk Lenzburg	1907	Möriken-Wildegg	4203	47.4147	8.1636	4
CH	5113	Holderbank AG		AG	Bezirk Lenzburg	1907	Holderbank (AG)	4199	47.4309	8.1707	4
CH	5502	Hunzenschwil		AG	Bezirk Lenzburg	1907	Hunzenschwil	4200	47.3842	8.1229	4
CH	5503	Schafisheim		AG	Bezirk Lenzburg	1907	Schafisheim	4207	47.3753	8.1408	4
CH	5504	Othmarsingen		AG	Bezirk Lenzburg	1907	Othmarsingen	4205	47.4015	8.2185	4
CH	5505	Brunegg		AG	Bezirk Lenzburg	1907	Brunegg	4193	47.4212	8.2158	4
CH	5600	Ammerswil AG		AG	Bezirk Lenzburg	1907	Ammerswil	4191	47.3682	8.2074	4
CH	5600	Lenzburg		AG	Bezirk Lenzburg	1907	Lenzburg	4201	47.3885	8.175	4
CH	5603	Staufen		AG	Bezirk Lenzburg	1907	Staufen	4210	47.3837	8.1661	4
CH	5604	Hendschiken		AG	Bezirk Lenzburg	1907	Hendschiken	4198	47.3865	8.2178	4
CH	5606	Dintikon		AG	Bezirk Lenzburg	1907	Dintikon	4194	47.3652	8.2302	4
CH	5615	Fahrwangen		AG	Bezirk Lenzburg	1907	Fahrwangen	4196	47.2948	8.2421	4
CH	5616	Meisterschwanden		AG	Bezirk Lenzburg	1907	Meisterschwanden	4202	47.2949	8.2287	4
CH	5617	Tennwil		AG	Bezirk Lenzburg	1907	Meisterschwanden	4202	47.3081	8.2227	4
CH	5702	Niederlenz		AG	Bezirk Lenzburg	1907	Niederlenz	4204	47.4008	8.1764	4
CH	5703	Seon		AG	Bezirk Lenzburg	1907	Seon	4209	47.3449	8.1561	4
CH	5704	Egliswil		AG	Bezirk Lenzburg	1907	Egliswil	4195	47.3495	8.188	4
CH	5705	Hallwil		AG	Bezirk Lenzburg	1907	Hallwil	4197	47.3265	8.1779	4
CH	5706	Boniswil		AG	Bezirk Lenzburg	1907	Boniswil	4192	47.3173	8.1896	4
CH	5707	Seengen		AG	Bezirk Lenzburg	1907	Seengen	4208	47.3285	8.2051	4
CH	5618	Bettwil		AG	Bezirk Muri	1908	Bettwil	4227	47.2906	8.2679	4
CH	5622	Waltenschwil		AG	Bezirk Muri	1908	Waltenschwil	4240	47.3349	8.3034	4
CH	5623	Boswil		AG	Bezirk Muri	1908	Boswil	4228	47.3038	8.3088	4
CH	5624	Waldhäusern AG		AG	Bezirk Muri	1908	Bünzen	4229	47.3283	8.3162	4
CH	5624	Bünzen		AG	Bezirk Muri	1908	Bünzen	4229	47.3098	8.3238	4
CH	5625	Kallern		AG	Bezirk Muri	1908	Kallern	4233	47.3016	8.2813	4
CH	5627	Besenbüren		AG	Bezirk Muri	1908	Besenbüren	4226	47.3144	8.3459	4
CH	5628	Aristau		AG	Bezirk Muri	1908	Aristau	4222	47.2869	8.3636	4
CH	5630	Muri AG		AG	Bezirk Muri	1908	Muri (AG)	4236	47.2743	8.3385	4
CH	5632	Buttwil		AG	Bezirk Muri	1908	Buttwil	4230	47.2683	8.3106	4
CH	5634	Merenschwand		AG	Bezirk Muri	1908	Merenschwand	4234	47.2587	8.3753	4
CH	5636	Benzenschwil		AG	Bezirk Muri	1908	Merenschwand	4234	47.248	8.3651	4
CH	5637	Geltwil		AG	Bezirk Muri	1908	Geltwil	4232	47.249	8.326	4
CH	5637	Beinwil (Freiamt)		AG	Bezirk Muri	1908	Beinwil (Freiamt)	4224	47.2296	8.3392	4
CH	5642	Mühlau		AG	Bezirk Muri	1908	Mühlau	4235	47.2304	8.3896	4
CH	5643	Meienberg		AG	Bezirk Muri	1908	Sins	4239	47.1978	8.3762	4
CH	5643	Alikon		AG	Bezirk Muri	1908	Sins	4239	47.2005	8.3604	4
CH	5643	Sins		AG	Bezirk Muri	1908	Sins	4239	47.1922	8.3958	4
CH	5643	Sins		AG	Bezirk Muri	1908	Sins	4239	47.1922	8.3958	4
CH	5644	Auw		AG	Bezirk Muri	1908	Auw	4223	47.2108	8.3658	4
CH	5645	Fenkrieden		AG	Bezirk Muri	1908	Sins	4239	47.1609	8.3702	4
CH	5645	Aettenschwil		AG	Bezirk Muri	1908	Sins	4239	47.1836	8.3718	4
CH	5646	Abtwil AG		AG	Bezirk Muri	1908	Abtwil	4221	47.1733	8.3577	4
CH	5647	Oberrüti		AG	Bezirk Muri	1908	Oberrüti	4237	47.1667	8.3944	4
CH	6042	Dietwil		AG	Bezirk Muri	1908	Dietwil	4231	47.1466	8.3936	4
CH	8919	Rottenschwil		AG	Bezirk Muri	1908	Rottenschwil	4238	47.3137	8.3614	4
CH	4303	Kaiseraugst		AG	Bezirk Rheinfelden	1909	Kaiseraugst	4252	47.5397	7.726	4
CH	4305	Olsberg		AG	Bezirk Rheinfelden	1909	Olsberg	4257	47.5233	7.7837	4
CH	4310	Rheinfelden		AG	Bezirk Rheinfelden	1909	Rheinfelden	4258	47.5544	7.794	4
CH	4312	Magden		AG	Bezirk Rheinfelden	1909	Magden	4253	47.5287	7.8113	4
CH	4313	Möhlin		AG	Bezirk Rheinfelden	1909	Möhlin	4254	47.5592	7.8433	4
CH	4314	Zeiningen		AG	Bezirk Rheinfelden	1909	Zeiningen	4263	47.5414	7.8718	4
CH	4315	Zuzgen		AG	Bezirk Rheinfelden	1909	Zuzgen	4264	47.5251	7.8999	4
CH	4316	Hellikon		AG	Bezirk Rheinfelden	1909	Hellikon	4251	47.5094	7.9242	4
CH	4317	Wegenstetten		AG	Bezirk Rheinfelden	1909	Wegenstetten	4262	47.4979	7.9316	4
CH	4322	Mumpf		AG	Bezirk Rheinfelden	1909	Mumpf	4255	47.5456	7.9212	4
CH	4323	Wallbach		AG	Bezirk Rheinfelden	1909	Wallbach	4261	47.5598	7.9029	4
CH	4324	Obermumpf		AG	Bezirk Rheinfelden	1909	Obermumpf	4256	47.5294	7.9376	4
CH	4325	Schupfart		AG	Bezirk Rheinfelden	1909	Schupfart	4259	47.5137	7.9658	4
CH	4332	Stein AG		AG	Bezirk Rheinfelden	1909	Stein (AG)	4260	47.544	7.9526	4
CH	4663	Aarburg		AG	Bezirk Zofingen	1910	Aarburg	4271	47.3207	7.8999	4
CH	4665	Oftringen		AG	Bezirk Zofingen	1910	Oftringen	4280	47.3138	7.9253	4
CH	4800	Zofingen		AG	Bezirk Zofingen	1910	Zofingen	4289	47.2878	7.9459	4
CH	4802	Strengelbach		AG	Bezirk Zofingen	1910	Strengelbach	4285	47.2792	7.929	4
CH	4803	Vordemwald		AG	Bezirk Zofingen	1910	Vordemwald	4287	47.2759	7.9011	4
CH	4805	Brittnau		AG	Bezirk Zofingen	1910	Brittnau	4274	47.2595	7.9469	4
CH	4812	Mühlethal		AG	Bezirk Zofingen	1910	Zofingen	4289	47.3028	7.9792	4
CH	4813	Uerkheim		AG	Bezirk Zofingen	1910	Uerkheim	4286	47.3029	8.0237	4
CH	4814	Bottenwil		AG	Bezirk Zofingen	1910	Bottenwil	4273	47.2854	8.0046	4
CH	4852	Rothrist		AG	Bezirk Zofingen	1910	Rothrist	4282	47.3051	7.892	4
CH	4853	Murgenthal		AG	Bezirk Zofingen	1910	Murgenthal	4279	47.2677	7.8358	4
CH	4853	Riken AG		AG	Bezirk Zofingen	1910	Murgenthal	4279	47.278	7.8508	4
CH	4853	Murgenthal		AG	Bezirk Zofingen	1910	Murgenthal	4279	47.2677	7.8358	4
CH	4856	Glashütten		AG	Bezirk Zofingen	1910	Murgenthal	4279	47.2588	7.8446	4
CH	5053	Staffelbach		AG	Bezirk Zofingen	1910	Staffelbach	4284	47.2839	8.0421	4
CH	5053	Wittwil		AG	Bezirk Zofingen	1910	Staffelbach	4284	47.2919	8.0364	4
CH	5054	Moosleerau		AG	Bezirk Zofingen	1910	Moosleerau	4277	47.269	8.0641	4
CH	5054	Kirchleerau		AG	Bezirk Zofingen	1910	Kirchleerau	4275	47.2758	8.0658	4
CH	5056	Attelwil		AG	Bezirk Zofingen	1910	Attelwil	4272	47.2634	8.0397	4
CH	5057	Reitnau		AG	Bezirk Zofingen	1910	Reitnau	4281	47.2522	8.0422	4
CH	5058	Wiliberg		AG	Bezirk Zofingen	1910	Wiliberg	4288	47.2687	8.0214	4
CH	5742	Kölliken		AG	Bezirk Zofingen	1910	Kölliken	4276	47.3388	8.0264	4
CH	5745	Safenwil		AG	Bezirk Zofingen	1910	Safenwil	4283	47.3214	7.9812	4
CH	5304	Endingen		AG	Bezirk Zurzach	1911	Endingen	4305	47.5389	8.2903	4
CH	5305	Unterendingen		AG	Bezirk Zurzach	1911	Endingen	4305	47.5486	8.2917	4
CH	5306	Tegerfelden		AG	Bezirk Zurzach	1911	Tegerfelden	4320	47.5581	8.2891	4
CH	5312	Döttingen		AG	Bezirk Zurzach	1911	Döttingen	4304	47.5709	8.2585	4
CH	5313	Klingnau		AG	Bezirk Zurzach	1911	Klingnau	4309	47.5836	8.2488	4
CH	5314	Kleindöttingen		AG	Bezirk Zurzach	1911	Böttstein	4303	47.5709	8.2465	4
CH	5315	Böttstein		AG	Bezirk Zurzach	1911	Böttstein	4303	47.5554	8.2226	4
CH	5316	Leuggern		AG	Bezirk Zurzach	1911	Leuggern	4313	47.5819	8.2195	4
CH	5317	Hettenschwil		AG	Bezirk Zurzach	1911	Leuggern	4313	47.5786	8.2003	4
CH	5322	Koblenz		AG	Bezirk Zurzach	1911	Koblenz	4310	47.6097	8.2375	4
CH	5323	Rietheim		AG	Bezirk Zurzach	1911	Rietheim	4316	47.6	8.2833	4
CH	5324	Full-Reuenthal		AG	Bezirk Zurzach	1911	Full-Reuenthal	4307	47.6087	8.2027	4
CH	5325	Leibstadt		AG	Bezirk Zurzach	1911	Leibstadt	4311	47.5879	8.1761	4
CH	5330	Bad Zurzach		AG	Bezirk Zurzach	1911	Bad Zurzach	4323	47.5876	8.2936	4
CH	5332	Rekingen AG		AG	Bezirk Zurzach	1911	Rekingen (AG)	4315	47.5719	8.3178	4
CH	5333	Baldingen		AG	Bezirk Zurzach	1911	Baldingen	4301	47.5556	8.3167	4
CH	5334	Böbikon		AG	Bezirk Zurzach	1911	Böbikon	4302	47.5556	8.3347	4
CH	5425	Schneisingen		AG	Bezirk Zurzach	1911	Schneisingen	4318	47.5194	8.3667	4
CH	5426	Lengnau AG		AG	Bezirk Zurzach	1911	Lengnau (AG)	4312	47.5222	8.3306	4
CH	5462	Siglistorf		AG	Bezirk Zurzach	1911	Siglistorf	4319	47.5453	8.3806	4
CH	5463	Wislikofen		AG	Bezirk Zurzach	1911	Wislikofen	4322	47.5583	8.3639	4
CH	5464	Rümikon AG		AG	Bezirk Zurzach	1911	Rümikon	4317	47.5656	8.3754	4
CH	5465	Mellikon		AG	Bezirk Zurzach	1911	Mellikon	4314	47.5694	8.3542	4
CH	5466	Kaiserstuhl AG		AG	Bezirk Zurzach	1911	Kaiserstuhl	4308	47.5684	8.418	4
CH	5467	Fisibach		AG	Bezirk Zurzach	1911	Fisibach	4306	47.5639	8.4097	4
CH	9050	Appenzell Steinegg		AI	Appenzell Inner Rhodes	1600	Rüte	3103	47.322	9.4315	4
CH	9050	Appenzell Eggerstanden		AI	Appenzell Inner Rhodes	1600	Rüte	3103	47.3324	9.4686	4
CH	9050	Appenzell Meistersrüte		AI	Appenzell Inner Rhodes	1600	Appenzell	3101	47.3446	9.4324	4
CH	9050	Appenzell		AI	Appenzell Inner Rhodes	1600	Appenzell	3101	47.331	9.41	4
CH	9050	Appenzell Enggenhütten		AI	Appenzell Inner Rhodes	1600	Schlatt-Haslen	3104	47.3531	9.3623	4
CH	9050	Appenzell Schlatt		AI	Appenzell Inner Rhodes	1600	Schlatt-Haslen	3104	47.3531	9.3623	4
CH	9054	Haslen AI		AI	Appenzell Inner Rhodes	1600	Schlatt-Haslen	3104	47.3693	9.3675	4
CH	9057	Wasserauen		AI	Appenzell Inner Rhodes	1600	Schwende	3105	47.2834	9.4258	4
CH	9057	Weissbad		AI	Appenzell Inner Rhodes	1600	Rüte	3103	47.3089	9.4347	4
CH	9057	Schwende		AI	Appenzell Inner Rhodes	1600	Schwende	3105	47.303	9.4367	4
